"sound.files","selec","duration","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","peakf","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"test.wav","1",0.100454206191639,0.191948254683741,0.0531175079397912,0.17,0.16,0.19,0.03,1.83899617819243,5.27385617610916,0.697225815986672,0.262832143030096,0.17,0.191948254683741,0.159277652370203,0.126736648160017,0.0896341463414634,0.15,0.1830322265625,0.12919921875,0.2583984375,0.12919921875,0.444444444444444
"test.wav","2",0.248074269917954,0.174137489706926,0.0440355860715721,0.161481481481482,0.157407407407407,0.173703703703704,0.0162962962962963,3.67429624829297,16.6508308391096,0.721624654248883,0.355827352044513,0.157407407407407,0.174137489706926,0.149149908592322,0.143877722340435,0.0967105263157895,0.256395348837209,0.142119140625,0.12919921875,0.172265625,0.04306640625,0.222222222222222
"test.wav","3",0.117370422403595,0.192877991538637,0.0250624652096707,0.1944,0.1856,0.2032,0.0176,2.61693314945729,8.68223133975282,0.606226254045726,0.255449236619419,0.1944,0.192877991538637,0.178921947449768,0.164606767433374,0.0864705882352941,0.180737704918033,0.172265625,0.172265625,0.172265625,0,0
"test.wav","4",0.10049955797773,0.20334373547922,0.0666037067032615,0.16,0.15,0.28,0.13,1.16511617390195,3.33631966715708,0.783562845582199,0.340379443996805,0.15,0.20334373547922,0.139305054151625,0.139960786014411,0.124576271186441,0.153125,0.1399658203125,0.12919921875,0.172265625,0.04306640625,0.333333333333333
"test.wav","5",0.337780102806019,0.227068405259155,0.0694602062441261,0.273243243243243,0.148378378378378,0.288108108108108,0.13972972972973,1.42986697827991,3.53676512874589,0.73796559300621,0.127448354248058,0.294054054054054,0.227068405259155,0.290092629883206,0.14573226718343,0.116666666666667,0.290131578947368,0.187646484375,0.04306640625,0.2583984375,0.21533203125,0.261538461538461
"test.wav","6",0.143084885117211,0.201692752611889,0.0648990895673606,0.229032258064516,0.136774193548387,0.25741935483871,0.120645161290323,0.53160411919247,1.69500569883348,0.871725964342505,0.501160927264052,0.129677419354839,0.201692752611889,0.656957210776545,0.120527061772049,0.0922594142259414,0.141346153846154,0.193798828125,0.12919921875,0.2583984375,0.12919921875,0.533333333333333
"test.wav","7",0.13428663861555,0.180365161098196,0.0217116474384789,0.178620689655172,0.171034482758621,0.186206896551724,0.0151724137931034,2.58552641199993,8.82905576075529,0.589544088838722,0.176309898081663,0.178620689655172,0.180365161098196,0.484042553191489,0.156142663084918,0.09149377593361,0.169615384615385,0.14642578125,0.04306640625,0.172265625,0.12919921875,0.25
"test.wav","8",0.230114962625905,0.2031112274426,0.0659777388629124,0.2384,0.1372,0.2692,0.132,2.18739014496993,6.76911385387653,0.695797249319606,0.196414297156274,0.1372,0.2031112274426,0.647506897910918,0.12976196724919,0.1225,0.136111111111111,0.1626953125,0.04306640625,0.2583984375,0.21533203125,0.475
"test.wav","9",0.163538540644267,0.192992323460002,0.0587547154600057,0.237142857142857,0.124,0.243428571428571,0.119428571428571,2.30915837864904,6.98627162185939,0.646387029219611,0.21384589208103,0.243428571428571,0.192992323460002,0.232362728785358,0.12215373268171,0.113659793814433,0.17093023255814,0.22763671875,0.21533203125,0.2583984375,0.0430664062499999,0.166666666666667
"test.wav","10",0.167484146034187,0.192496811879752,0.0553255942191733,0.220555555555556,0.122777777777778,0.232777777777778,0.11,1.36224533978713,3.45991878751698,0.786806414944676,0.293877318825002,0.226666666666667,0.192496811879752,0.107473598700244,0.112075596886289,0.0946351931330472,0.17093023255814,0.21533203125,0.172265625,0.2583984375,0.0861328125,0.166666666666667
